stream_comid,totma,fromnode,tonode,stream_order
7700402,-9999,150038967,150039080,1
7700416,0.0663084811362,150038973,150039333,1
7701176,0.439108558851,150039248,150038973,1
7701416,-9999,150039333,150038967,1
7700442,0.0788685901302,150064048,150039248,1
7700374,0.197519314317,150064039,150038960,1
7700324,0.208041540144,150064034,150038940,1
7700314,0.137314874564,150064031,150038938,1
7700786,0.251803820419,150064074,150038937,1
7701152,52.6686033155,150039236,150039073,1
7700360,0.0095496732332,150038952,150039236,1
7701156,34.4322873773,150039238,150038952,1
7700368,0.0804055558581,150038956,150039238,1
7700348,0.0132490248726,150038946,150039350,1
7701456,10.215263121,150039350,150038956,1
7700814,0.0906120666209,150039077,150038944,2
7700818,0.0635468251252,150039079,150039077,1
7701208,5.74991372364,150039264,150039079,1
7700422,0.068898976717,150038975,150039264,1
7701368,8.35591454499,150064107,150038975,1
7700830,0.0948067530321,150064078,150039077,1
7700802,0.193370934564,150064075,150039070,1
7700356,0.114316918267,150038950,150039069,2
7700398,0.163272804161,150038965,150038950,1
7701362,90.4394557188,150064104,150038965,1
7700358,0.0294635469048,150038951,150038950,1
7700378,0.0571280507017,150038959,150039231,1
7701142,2.34649867476,150039231,150038951,1
7700396,0.102139635343,150064043,150039309,1
7701162,11.9109186382,150039241,150038959,1
7701300,0.0011855658285,150039309,150039241,1
7700418,0.198579621051,150064045,150038957,1
7700424,0.0606527090988,150038976,150038969,2
7700466,0.089658430891,150038992,150039265,2
7701210,0.210381311295,150039265,150038976,2
7700474,0.0283705348723,150038996,150038992,1
7701454,87.5380774744,150039349,150038996,1
7700468,0.0271214050471,150038993,150038992,1
7701372,1692.76435555,150064109,150038993,1
7700824,0.127572969836,150064076,150039234,1
7701148,-9999,150039234,150039332,1
7700404,-9999,150038968,150039331,1
7701358,-9999,150064102,150038968,1
7701412,-9999,150039331,150039724,1
7700320,0.232087932052,150064033,150039208,1
7700312,0.027768567169,150038935,150039210,1
7701100,-9999,150039210,150039216,1
7701096,1.43872686829,150039208,150038935,1
7700778,0.153588224328,150064072,150038920,1
7700278,0.0246322973701,150038922,150039064,1
7700306,0.113957862288,150064030,150039328,1
7701406,0.0145340717904,150039328,150038922,1
7700242,-9999,150038907,150039193,1
7701066,-9999,150039193,150039195,1
7701342,0,150064094,150038907,1
7700118,0.224398118637,150064006,150039154,1
7700986,-9999,150039154,150039164,1
7700104,0.206021054471,150064004,150039150,1
7700978,-9999,150039150,150039153,1
7698288,0.0907225020673,150063932,150038803,1
7699930,0.0667330826528,150038803,150038814,1
7698848,0.0915077582417,150063952,150038714,1
7698208,0.152499885238,150063922,150038712,1
7698266,0.12133807659,150063927,150038696,1
7698292,0.0391819518717,150063933,150039324,1
7701398,0.00833462615458,150039324,150038801,1
7699946,0.215104368592,150038809,150038804,2
7698296,0.00131688910074,150038698,150038809,2
7698294,0.017438185547,150038697,150038698,1
7699042,12.630990561,150063976,150038697,1
7698884,0.0978708617426,150038720,150038698,2
7698860,0.0710011134125,150063955,150038720,1
7699936,0.087919746542,150063979,150038815,1
7699934,0.0183011866979,150038805,150039112,1
7700700,0.147189927932,150039037,150038817,1
7700902,10.6034400838,150039112,150039037,1
7701318,179.949552021,150064082,150038805,1
7700704,0.100375554222,150039039,150038821,2
7700708,0.0726055178887,150064063,150039039,1
7700714,0.145999117305,150064065,150039039,1
7699986,0.0881811496833,150038824,150038820,1
7699996,0.136557025465,150063989,150039294,1
7701268,0.00152123408326,150039294,150039118,1
7700914,0.68114888538,150039118,150038824,1
7699994,0.156843894727,150063988,150038830,1
7700900,0.0185757217975,150039111,150038818,6
7699970,0.293302691153,150038818,150038825,6
7700696,0.189080481893,150064061,150039109,1
7700896,0.0093235539852,150039109,150039110,1
7698284,0.122138436883,150063930,150038774,1
7698996,0.017841833555,150038774,150038776,1
7698176,0.0228767339708,150038664,150038765,3
7698978,0.0220302437254,150038765,150038770,3
7698168,0.014312844567,150038661,150038664,2
7698166,0.0167603581163,150038660,150038661,2
7698154,0.10529890589,150038655,150038660,2
7698116,0.0277036116404,150038644,150038655,2
7698110,0.0283006463507,150038642,150038644,2
7698082,0.130319625413,150063900,150038642,1
7698108,0.157473657196,150063905,150038644,1
7698098,0.0478776416179,150038639,150038642,1
7698956,3.24324807223,150038754,150038639,1
7698112,0.067423018141,150038643,150038754,1
7699032,18.4336042178,150063971,150038643,1
7698120,0.167330631804,150063907,150038655,1
7698156,0.0158885870062,150038656,150038660,1
7698148,0.0905794240221,150063914,150038762,1
7698972,1.0991676515,150038762,150038656,1
7698170,0.103198556325,150063916,150038661,1
7698178,0.0257044879628,150038665,150038664,2
7698184,0.0829076535267,150038668,150038665,2
7698186,0.0837432125015,150063917,150038668,1
7698198,0.0400814291599,150038671,150038668,2
7698224,0.0778066700329,150063924,150038671,1
7698200,0.0879238149723,150063921,150038671,1
7698286,0.245838191711,150063931,150038665,1
7698128,0.258877540872,150063908,150038758,1
7698964,0.0181234896208,150038758,150038791,1
7699070,0.00652461743607,150038792,150038626,3
7698058,0.0396390326364,150038626,150038789,3
7699064,0.0109894848635,150038789,150038788,3
7699062,0.00537644026672,150038788,150038745,3
7698050,0.00606505666726,150038622,150038737,1
7699014,18.4333829132,150063962,150038622,1
7698038,0.00899198144163,150038618,150038727,2
7698042,0.0748211147775,150038619,150038778,2
7698044,0.00560078582021,150038620,150038733,2
7698902,0.322063828458,150038727,150038619,2
7698906,0.380095608287,150038729,150038620,2
7699004,1.62663396607e-4,150038778,150038729,2
7698034,0.015587751498,150038616,150038618,1
7699010,12.3209311893,150063960,150038616,1
7698782,0.140680408147,150038699,150038618,2
7698794,0.233115909639,150038702,150038699,2
7698792,0.0501082847863,150038701,150038702,2
7698786,0.359384635854,150063934,150038701,1
7698788,0.149556246768,150063935,150038701,1
7698028,0.106910203499,150063892,150038699,1
7698052,0.0270166693995,150038623,150038734,3
7698060,0.103534610494,150038627,150038623,2
7698804,0.0309758279959,150038703,150038627,1
7699018,44.3533491461,150063964,150038703,1
7698802,0.0728939161118,150063940,150038627,1
7698784,0.0950456542143,150038700,150038623,2
7698904,0.744525950347,150038728,150038700,2
7698062,0.285540707295,150038628,150038728,2
7698054,0.0166058830187,150038624,150038787,2
7698056,0.00883876279095,150038625,150038628,2
7698908,0.104877273892,150038730,150038624,2
7699048,0.0589934665641,150038781,150038730,2
7699060,1.00785391716,150038787,150038625,2
7698798,0.130604366364,150063938,150039703,1
7698796,0.119120193377,150063937,150039703,1
7698076,0.0381847438451,150038632,150038749,2
7698950,0.681502028876,150038751,150038632,2
7698072,0.00366351426021,150038630,150038751,2
7698946,0.00819039809456,150038749,150038753,2
7699050,12.0802829999,150038782,150038630,2
7698808,0.386667257794,150063942,150038782,1
7699044,0.0890554915783,150063977,150038782,1
7698114,0.10554546327,150063906,150038752,1
7698952,0.016630970595,150038752,150038756,1
7698130,0.0976205477534,150063909,150038755,1
7698958,0.0270187119624,150038755,150038757,1
7698840,0.161853566539,150063950,150038769,1
7698986,0.0296023840566,150038769,150038773,1
7698260,0.00849080526998,150038687,150038775,2
7698998,0.0150024097887,150038775,150038777,2
7698258,0.117422104766,150063926,150038687,1
7698270,0.0892050577942,150038691,150038687,2
7698268,0.111159621026,150038690,150038691,1
7699040,1.82662737753,150063975,150038690,1
7698272,0.117079548237,150063928,150038691,1
7700692,0.0386844801865,150039034,150039318,1
7701316,0,150064081,150039034,1
7698864,0.0225655354078,150038716,150038693,2
7698880,0.103839656717,150063958,150038716,1
7698882,0.0466541757375,150063959,150038716,1
7698238,0.0112061046552,150038679,150038689,1
7698228,0.0606734991474,150063925,150038678,1
7698230,0.00596637870397,150038678,150038679,1
7698278,0.160716878884,150038694,150038695,1
7698980,7.5026369886,150038766,150038694,1
7698192,0.0179251719124,150038670,150038766,1
7698966,3.59228435249,150038759,150038670,1
7698174,0.0148011079142,150038663,150038759,1
7699030,1.16745719903,150063970,150038663,1
7699990,0.147684057783,150063987,150039293,1
7701266,3.35270036522e-4,150039293,150039115,1
7700908,0.0161002620748,150039115,150039119,1
7700024,0.204355669807,150063992,150039295,1
7700924,-9999,150039123,150039128,1
7701270,-9999,150039295,150039123,1
7700022,0.119036043484,150038834,150038835,1
7700020,0.0723927627903,150063991,150038834,1
7700006,0.140355918211,150038829,150038831,1
7701320,55.8913591143,150064083,150038829,1
7700004,0.176621480666,150063990,150039041,1
7700710,0.156612119774,150064064,150038826,1
7699978,0.121675157147,150038822,150038832,1
7699966,0.0885525949624,150063983,150038822,1
7699952,0.0847640157096,150063981,150038812,1
7698256,0.0101045193026,150038686,150038684,1
7699036,6.34120876758,150063973,150038686,1
7698254,0.01934549826,150038685,150038692,1
7699034,39.7957586454,150063972,150038685,1
7698856,0.154329609909,150063953,150038688,1
7698180,0.0585795997417,150038666,150038711,2
7698172,0.0464464853527,150038662,150038666,1
7699022,3.35467287555,150063966,150038662,1
7698818,0.115832098753,150063946,150038666,1
7698126,0.0264772922993,150038648,150038708,1
7699020,0.112553450638,150063965,150038648,1
7698138,0.0841641453588,150063912,150038637,1
7698190,0.083477601764,150063918,150038653,1
7698132,0.0812245588992,150063910,150038743,1
7698146,0.0285428444567,150038652,150038654,1
7698934,4.72092722586,150038743,150038652,1
7698188,0.0654329771753,150038669,150038780,2
7698944,0.0518923941439,150038748,150038746,2
7699008,7.45173466253e-4,150038780,150038748,2
7698206,0.0203571598467,150038674,150038669,2
7698838,0.0785177207523,150063949,150038674,1
7698196,0.0695785598654,150063920,150038669,1
7698214,0.0414635680768,150038676,150038674,1
7699026,22.6374543459,150063968,150038676,1
7698122,0.0789278107131,150038646,150038647,2
7698084,0.116339680376,150063901,150038646,1
7698100,0.0423028242943,150038640,150038646,2
7698096,0.0238155526703,150038638,150038640,1
7699016,59.6259529806,150063963,150038638,1
7698080,0.0555978669027,150038633,150038640,2
7698074,0.0455629278681,150038631,150038633,1
7699012,6.53495457728,150063961,150038631,1
7698106,0.0778522623599,150063904,150038633,1
7698104,0.0931801812169,150063903,150038641,1
7698086,0.0519233132121,150038634,150038635,2
7698930,0.379971890203,150038741,150038634,2
7698064,0.172668162612,150063896,150038740,1
7698928,0.729718743687,150038740,150038741,1
7698070,0.03235905504,150038629,150038739,2
7698926,0.202939532268,150038739,150038741,2
7698066,0.113886931593,150063897,150038629,1
7698068,0.0961616028656,150063898,150038629,1
7698092,0.112933350843,150063902,150038645,1
7698852,0.143990557026,150038713,150038715,3
7698826,0.054583440487,150038706,150038713,2
7698816,0.0969466796298,150063945,150038706,1
7698824,0.150224882691,150038705,150038713,2
7698832,0.114277210704,150063948,150038706,1
7698280,0.0817368906368,150063929,150039033,1
7700690,0.0596006518323,150039033,150039035,1
7700702,0.199672184181,150039038,150039102,1
7699982,0.123509058351,150063984,150039038,1
7699948,0.0158850537131,150038810,150038813,4
7699942,0.119799723969,150038807,150038823,1
7698872,0.0835198825813,150063957,150038807,1
7700066,0.0545379192715,150038847,150039135,2
7700948,-9999,150039135,150039149,2
7700736,0.0994646603943,150064068,150038847,1
7700064,0.181383202465,150063998,150038847,1
7700130,0.125227678757,150038869,150038863,1
7700136,0.131893837728,150064009,150038869,1
7700096,0.244486568613,150064003,150038854,1
7700126,0.230075216613,150064007,150039142,1
7700094,-9999,150064002,150038861,1
7700108,-9999,150038861,150038873,1
7700164,0.0738042739062,150038882,150038879,2
7700168,0.0499051655775,150038884,150038882,2
7700174,0.0813789817042,150038885,150038884,2
7700750,0.134427644249,150039052,150038885,1
7700980,22.8578606841,150039151,150039052,1
7700160,0.0471586343048,150064012,150038880,1
7700158,0.0374287276305,150038880,150039151,1
7700180,0.0800602777393,150038888,150038882,1
7700184,0.0734174333181,150064014,150038888,1
7700176,0.0896280556057,150038886,150038884,1
7700178,0.00388739245657,150038887,150039166,1
7701010,0.239639989131,150039166,150038886,1
7701012,24.1254769136,150039167,150038887,1
7700186,0.00530897939492,150038890,150039167,1
7701328,11.6875662229,150064087,150038890,1
7700188,0.0931683971684,150038891,150039299,1
7700752,0.0885569231868,150039053,150038885,1
7700756,0.0262962797935,150064070,150038891,1
7700994,3.04147957874,150039158,150039300,1
7701278,0.00119034140362,150039299,150039158,1
7701280,7.42358243626e-4,150039300,150039053,1
7700152,0.0585784281725,150038877,150039152,1
7700142,0.0246690515784,150038874,150038878,1
7700150,0.0389437511684,150064011,150039155,1
7700982,2.95469546097,150039152,150038874,1
7700988,2.96638704466,150039155,150038877,1
7700068,0.12227234483,150038848,150038850,1
7700058,0.0703601689483,150038844,150039125,1
7700928,1.26621596943,150039125,150038848,1
7700044,0.0657761900862,150063996,150038844,1
7700734,0.151783266089,150039046,150039048,1
7701322,16.8463614343,150064084,150039046,1
7700920,135.387612763,150039121,150038837,2
7700728,0.11484631813,150039044,150039121,2
7700026,0.0701898060147,150063993,150039043,1
7700726,0.152022424466,150039043,150038845,1
7700732,0.139681543221,150064067,150038846,1
7700082,0.135252168739,150064000,150039138,1
7700090,0.030565368418,150038856,150038860,1
7700954,0.50971717356,150039138,150038856,1
7700144,0.0169922190223,150064010,150038875,1
7700222,0.0143108144829,150038900,150039356,3
7701468,0.00311381837985,150039356,150039358,3
7701050,2.70764713672,150039185,150038900,3
7700216,0.00717405773879,150038897,150039185,3
7700208,0.182869600297,150038895,150039183,2
7700196,0.120749632718,150064017,150039056,1
7700762,0.0939465347175,150039056,150038895,1
7700190,0.119951993737,150064015,150039057,1
7700764,0.101244473773,150039057,150038895,1
7700212,0.117074840167,150038896,150039182,2
7700192,0.0514905936281,150064016,150039055,1
7700760,0.169732583313,150039055,150038896,1
7700200,0.189219383528,150038893,150038896,1
7701332,1.56311537732,150064089,150038893,1
7700252,0.0307217130891,150064025,150038916,1
7700266,0.21691083287,150038916,150038919,1
7700244,0.150300638156,150038908,150038912,1
7700248,0.0792674837334,150064024,150038908,1
7700298,0.0132894416397,150038929,150038932,2
7700302,0.0487536328559,150038931,150039196,2
7701072,1.72123342263,150039196,150038929,2
7700336,0.128462878291,150064036,150038933,1
7700308,0.0639790227069,150038933,150038931,1
7700780,0.258593371039,150064073,150038931,1
7700258,0.0391340847292,150064026,150038914,1
7700262,0.119743493912,150038914,150038928,1
7700758,0.18967093426,150064071,150039172,1
7701108,-9999,150039214,150039215,1
7700808,0.233150589927,150039074,150039214,1
7701350,69.0780887889,150064098,150039074,1
7701110,-9999,150039215,150039217,1
7700432,-9999,150038979,150039335,1
7701196,-9999,150039258,150039257,1
7700844,-9999,150039088,150039258,1
7701420,-9999,150039335,150039088,1
7701360,-9999,150064103,150038979,1
7701170,-9999,150039245,150039255,1
7700848,0.0759446039847,150039090,150039245,1
7701146,247.636360931,150039233,150039090,1
7700412,0.0655420649661,150038971,150039233,1
7700384,0.045913676537,150064040,150038971,1
7701188,-9999,150039254,150039272,1
7700410,0.0715863333306,150064044,150038991,1
7700464,0.136469638736,150038991,150039254,1
7700864,0.145160930268,150039097,150039543,2
7702688,-9999,150039543,150039709,2
7704882,-9999,150039709,150039546,2
7700510,0.217543013268,150039008,150039097,1
7701120,2.94118256444,150039220,150039008,1
7700390,0.0134335618805,150038963,150039220,1
7701354,429.442484301,150064100,150038963,1
7700858,0.212708564002,150039094,150039097,2
7700428,0.0884180202367,150064046,150039094,1
7700426,0.0159254466123,150038977,150039094,1
7701352,86.4104962211,150064099,150038974,1
7701136,0.403471207245,150039228,150038977,1
7700420,0.185504234175,150038974,150039228,1
7701234,-9999,150039277,150039279,1
7700524,0.142679142153,150064057,150039277,1
7700352,0.0623615802482,150038948,150038953,1
7701094,15.0954322683,150039207,150038948,1
7700800,0.0543868435909,150039071,150039207,1
7701102,10.4993051794,150039211,150039071,1
7700330,0.0390827169614,150064035,150038942,1
7700338,0.0710407636375,150038942,150039211,1
7700408,0.187555602082,150038970,150039086,1
7701356,2.40184398242,150064101,150038970,1
7700874,0.313655553891,150064080,150038962,1
7700452,0.0127615789578,150038985,150039091,1
7700318,0.140242998757,150038936,150038943,1
7701344,23.8287100099,150064095,150038936,1
7700292,0.0598581080536,150038927,150039065,1
7700788,0.225102236908,150039065,150039067,1
7701338,29.968879021,150064092,150038927,1
7700284,0.194395186042,150038925,150038923,1
7701034,24.5713499821,150039177,150038925,1
7700226,0.0194787738556,150038902,150039177,1
7701330,20.2871344376,150064088,150038902,1
7701042,1.08000836427,150039181,150038924,1
7700282,0.121013173973,150038924,150039075,1
7700240,0.00987707758762,150038906,150039181,1
7700238,0.0557991973727,150064023,150038906,1
7700354,0.175253723231,150038949,150039078,1
7700316,0.0716831818603,150064032,150038949,1
7700388,0.0209864989272,150064041,150038989,1
7700460,0.181188894569,150038989,150039092,1
7702028,0.11968239465,150064124,150039376,1
7702012,0.116174112252,150064121,150039371,1
7701200,3.34129590514,150039260,150039098,1
7701298,0.00276190093756,150039308,150039239,1
7701460,2.36936868547,150039352,150039007,1
7700504,0.0447855322936,150039006,150039352,1
7700866,0.0997117595579,150039098,150039278,1
7701418,0.565867912491,150039334,150039010,1
7700506,0.0228129132493,150039007,150039334,1
7700514,0.0307340890861,150039010,150039260,1
7700508,0.0458041516546,150064056,150039308,1
